CUST_CODE,BASKET_DOMINANT_MISSION
CUST0000032037,Mixed
CUST0000038546,Fresh
CUST0000462196,Mixed
CUST0000462196,Mixed
CUST0000361701,Fresh
CUST0000327578,Fresh
CUST0000667919,Fresh
CUST0000657893,Fresh
CUST0000361701,Mixed
CUST0000912102,Fresh
CUST0000057304,Mixed
CUST0000049077,Fresh
CUST0000410727,Mixed
CUST0000361701,Mixed
CUST0000524596,Mixed
CUST0000832547,Mixed
CUST0000629598,Fresh
CUST0000832547,Fresh
CUST0000057304,Grocery
CUST0000311311,Fresh
CUST0000120273,Mixed
CUST0000111024,Fresh
CUST0000049077,Fresh
CUST0000554154,Mixed
CUST0000912102,Fresh
CUST0000082689,Fresh
CUST0000578349,Fresh
CUST0000751170,Fresh
CUST0000554024,Mixed
CUST0000142044,Mixed
CUST0000711746,Fresh
CUST0000603406,Fresh
CUST0000049077,Fresh
CUST0000644893,Mixed
CUST0000527918,Mixed
CUST0000554024,Fresh
CUST0000111873,Fresh
CUST0000760654,Fresh
CUST0000561915,Fresh
CUST0000667919,Fresh
CUST0000751170,Mixed
CUST0000588881,Fresh
CUST0000832547,Mixed
CUST0000760654,Fresh
CUST0000578349,Fresh
CUST0000524596,Fresh
CUST0000309908,Grocery
CUST0000561915,Fresh
CUST0000120273,Mixed
CUST0000057304,Mixed
CUST0000451897,Fresh
CUST0000528973,Fresh
CUST0000086836,Mixed
CUST0000086836,Mixed
CUST0000160452,Fresh
CUST0000986278,Mixed
CUST0000761090,Mixed
CUST0000527725,Grocery
CUST0000863429,Fresh
CUST0000328079,Mixed
CUST0000132570,Fresh
CUST0000146080,Fresh
CUST0000317126,Fresh
CUST0000044880,Fresh
CUST0000386374,Grocery
CUST0000984181,Mixed
CUST0000092378,Mixed
CUST0000085399,Mixed
CUST0000105820,Mixed
CUST0000451458,Fresh
CUST0000132570,Fresh
CUST0000146080,Nonfood
CUST0000336781,Fresh
CUST0000984181,Mixed
CUST0000979032,Mixed
CUST0000698926,Mixed
CUST0000345090,Fresh
CUST0000386374,Fresh
CUST0000285392,Mixed
CUST0000451458,Fresh
CUST0000122195,Mixed
CUST0000122195,Mixed
CUST0000086836,Mixed
CUST0000312411,Mixed
CUST0000256627,Fresh
CUST0000045545,Mixed
CUST0000146080,Fresh
CUST0000132570,Mixed
CUST0000785895,Fresh
CUST0000723680,Fresh
CUST0000175060,Fresh
CUST0000127884,Fresh
CUST0000899835,Mixed
CUST0000404157,Mixed
CUST0000255107,Fresh
CUST0000016404,Grocery
CUST0000896966,Fresh
CUST0000173993,Fresh
CUST0000386374,Mixed
CUST0000285392,Mixed
CUST0000743903,Mixed
CUST0000923296,Fresh
CUST0000127841,Fresh
CUST0000082996,Mixed
CUST0000411935,Mixed
CUST0000953474,Mixed
CUST0000509226,Fresh
CUST0000328079,Mixed
CUST0000268823,Fresh
CUST0000954608,Fresh
CUST0000132570,Fresh
CUST0000301025,Grocery
CUST0000923296,Fresh
CUST0000122195,Fresh
CUST0000105820,Mixed
CUST0000706608,Mixed
CUST0000638798,Fresh
CUST0000997122,Mixed
CUST0000666899,Mixed
CUST0000833340,Fresh
CUST0000622502,Mixed
CUST0000111873,Grocery
CUST0000638798,Mixed
CUST0000876668,Mixed
CUST0000542357,Fresh
CUST0000127841,Mixed
CUST0000214997,Fresh
CUST0000016404,Grocery
CUST0000085399,Mixed
CUST0000127841,Fresh
CUST0000146080,Fresh
CUST0000065412,Mixed
CUST0000618211,Mixed
CUST0000527918,Mixed
CUST0000785895,Fresh
CUST0000285720,Mixed
CUST0000127841,Fresh
CUST0000122195,Fresh
CUST0000074259,Fresh
CUST0000785895,Fresh
CUST0000175060,Fresh
CUST0000525126,Fresh
CUST0000505263,Mixed
CUST0000205406,Mixed
CUST0000305139,Fresh
CUST0000336781,Fresh
CUST0000414458,Fresh
CUST0000132570,Fresh
CUST0000285720,Fresh
CUST0000132570,Mixed
CUST0000312411,Mixed
CUST0000285392,Mixed
CUST0000127841,Fresh
CUST0000309908,Mixed
CUST0000085399,Fresh
CUST0000268287,Mixed
CUST0000336781,Mixed
CUST0000916315,Fresh
CUST0000984181,Mixed
CUST0000404157,Fresh
CUST0000127841,Mixed
CUST0000132570,Mixed
CUST0000638798,Mixed
CUST0000996753,Grocery
CUST0000044880,Mixed
CUST0000176513,Grocery
CUST0000285720,Mixed
CUST0000505263,Mixed
CUST0000984181,Mixed
CUST0000127841,Mixed
CUST0000086836,Fresh
CUST0000986278,Mixed
CUST0000485902,Mixed
CUST0000127841,Fresh
CUST0000301025,Grocery
CUST0000502371,Fresh
CUST0000085399,Fresh
CUST0000618211,Fresh
CUST0000127841,Mixed
CUST0000690971,Mixed
CUST0000159136,Fresh
CUST0000899835,Mixed
CUST0000105393,Mixed
CUST0000690971,Mixed
CUST0000127841,Fresh
CUST0000044880,Fresh
CUST0000650366,Mixed
CUST0000007712,Fresh
CUST0000723680,Fresh
CUST0000277685,Fresh
CUST0000127841,Fresh
CUST0000386374,Mixed
CUST0000127841,Mixed
CUST0000984181,Mixed
CUST0000393587,Fresh
CUST0000146080,Fresh
CUST0000840264,Mixed
CUST0000146080,Mixed
CUST0000132570,Mixed
CUST0000517169,Mixed
CUST0000711473,Mixed
CUST0000411935,Mixed
CUST0000105820,Mixed
CUST0000411935,Mixed
CUST0000277685,Fresh
CUST0000268287,Mixed
CUST0000029792,Fresh
CUST0000885717,Fresh
CUST0000587643,Mixed
CUST0000841023,Fresh
CUST0000868779,Fresh
CUST0000997122,Mixed
CUST0000144580,Fresh
CUST0000048395,Fresh
CUST0000285392,Grocery
CUST0000127841,Mixed
CUST0000974681,Mixed
CUST0000474909,Mixed
CUST0000509226,Fresh
CUST0000923296,Fresh
CUST0000899835,Mixed
CUST0000127841,Fresh
CUST0000142044,Mixed
CUST0000386374,Mixed
CUST0000386374,Fresh
CUST0000420119,Fresh
CUST0000111873,Fresh
CUST0000122195,Grocery
CUST0000743903,Mixed
CUST0000193593,Fresh
CUST0000098332,Fresh
CUST0000475538,Fresh
CUST0000618211,Fresh
CUST0000690971,Mixed
CUST0000105820,Fresh
CUST0000863429,Fresh
CUST0000743903,Mixed
CUST0000743903,Mixed
CUST0000742399,Fresh
CUST0000086836,Fresh
CUST0000185462,Mixed
CUST0000916315,Fresh
CUST0000127841,Fresh
CUST0000029792,Fresh
CUST0000077225,Mixed
CUST0000403088,Fresh
CUST0000482108,Fresh
CUST0000841023,Fresh
CUST0000268287,Mixed
CUST0000386374,Mixed
CUST0000132570,Fresh
CUST0000275967,Fresh
CUST0000105820,Mixed
CUST0000743903,Mixed
CUST0000285720,Mixed
CUST0000127841,Fresh
CUST0000885717,Fresh
CUST0000644153,Fresh
CUST0000044880,Fresh
CUST0000587643,Mixed
CUST0000144580,Fresh
CUST0000074259,Fresh
CUST0000472158,Mixed
CUST0000127841,Fresh
CUST0000393587,Fresh
CUST0000146080,Fresh
CUST0000048395,Fresh
CUST0000132570,Mixed
CUST0000837073,Fresh
CUST0000430295,Fresh
CUST0000899835,Fresh
CUST0000404157,Fresh
CUST0000690971,Mixed
CUST0000336781,Mixed
CUST0000268287,Mixed
CUST0000876668,Mixed
CUST0000111873,Grocery
CUST0000386374,Mixed
CUST0000175060,Fresh
CUST0000652732,Mixed
CUST0000216757,Mixed
CUST0000687519,Fresh
CUST0000248215,Mixed
CUST0000142044,Fresh
CUST0000049077,Fresh
CUST0000301035,Fresh
CUST0000280656,Fresh
CUST0000361812,Fresh
CUST0000108776,Fresh
CUST0000554024,Fresh
CUST0000075000,Fresh
CUST0000528973,Fresh
CUST0000652732,Mixed
CUST0000711746,Fresh
CUST0000049077,Fresh
CUST0000618211,Mixed
CUST0000142044,Mixed
CUST0000845375,Fresh
CUST0000771481,Fresh
CUST0000049077,Fresh
CUST0000127841,Grocery
CUST0000800372,Mixed
CUST0000899418,Fresh
CUST0000696111,Mixed
CUST0000711746,Nonfood
CUST0000275967,Mixed
CUST0000845028,Fresh
CUST0000127841,Fresh
CUST0000361812,Grocery
CUST0000711746,Fresh
CUST0000696111,Fresh
CUST0000696111,Fresh
CUST0000338272,Grocery
CUST0000159136,Grocery
CUST0000404157,Fresh
CUST0000885891,Fresh
CUST0000361812,Fresh
CUST0000280656,Fresh
CUST0000554024,Mixed
CUST0000056813,Fresh
CUST0000949903,Fresh
CUST0000696111,Fresh
CUST0000057304,Nonfood
CUST0000996753,Mixed
CUST0000052854,Mixed
CUST0000265844,Fresh
CUST0000127841,Grocery
CUST0000127841,Mixed
CUST0000667919,Fresh
CUST0000845375,Fresh
CUST0000127841,Mixed
CUST0000711746,Fresh
CUST0000718942,Fresh
CUST0000687519,Fresh
CUST0000127841,Mixed
CUST0000127841,Fresh
CUST0000845375,Fresh
CUST0000711746,Fresh
CUST0000618211,Mixed
CUST0000832547,Mixed
CUST0000203903,Mixed
CUST0000667919,Fresh
CUST0000718942,Mixed
CUST0000671086,Fresh
CUST0000127841,Fresh
CUST0000280656,Fresh
CUST0000361812,Fresh
CUST0000832547,Fresh
CUST0000127841,Grocery
CUST0000404157,Fresh
CUST0000404157,Fresh
CUST0000127841,Fresh
CUST0000127841,Mixed
CUST0000936051,Fresh
CUST0000696111,Fresh
CUST0000361812,Fresh
CUST0000361812,Fresh
CUST0000696111,Fresh
CUST0000301035,Fresh
CUST0000127841,Mixed
CUST0000058269,Mixed
CUST0000127841,Mixed
CUST0000633906,Fresh
CUST0000361812,Fresh
CUST0000390522,Fresh
CUST0000885891,Fresh
CUST0000390522,Fresh
CUST0000156995,Fresh
CUST0000036136,Fresh
CUST0000954528,Mixed
CUST0000281062,Mixed
CUST0000899418,Fresh
CUST0000554024,Mixed
CUST0000871730,Fresh
CUST0000203903,Mixed
CUST0000696111,Fresh
CUST0000572392,Fresh
CUST0000927394,Fresh
CUST0000049077,Fresh
CUST0000142044,Fresh
CUST0000142044,Mixed
CUST0000871730,Fresh
CUST0000361812,Fresh
CUST0000696111,Fresh
CUST0000280656,Fresh
CUST0000957158,Fresh
CUST0000075000,Fresh
CUST0000280656,Fresh
CUST0000127841,Grocery
CUST0000711746,Fresh
CUST0000678391,Fresh
CUST0000696111,Fresh
CUST0000280656,Fresh
CUST0000214800,Fresh
CUST0000711746,Fresh
CUST0000361812,Mixed
CUST0000127841,Grocery
CUST0000522783,Fresh
CUST0000935831,Fresh
CUST0000957158,Fresh
CUST0000687519,Fresh
CUST0000012784,Fresh
CUST0000127841,Fresh
CUST0000057304,Mixed
CUST0000127841,Mixed
CUST0000161217,Fresh
CUST0000057304,Nonfood
CUST0000038546,Fresh
CUST0000140448,Fresh
CUST0000281062,Grocery
CUST0000032037,Fresh
CUST0000142044,Fresh
CUST0000032037,Fresh
CUST0000832547,Fresh
CUST0000127841,Mixed
CUST0000957158,Fresh
CUST0000108776,Fresh
CUST0000848108,Fresh
CUST0000572392,Fresh
CUST0000147932,Mixed
CUST0000527918,Fresh
CUST0000049077,Fresh
CUST0000871730,Fresh
CUST0000364905,Fresh
CUST0000127841,Mixed
CUST0000142044,Mixed
CUST0000702501,Fresh
CUST0000390522,Fresh
CUST0000142044,Mixed
CUST0000142044,Mixed
CUST0000542357,Mixed
CUST0000524537,Mixed
CUST0000049077,Fresh
CUST0000871730,Fresh
CUST0000871730,Fresh
CUST0000136384,Fresh
CUST0000711746,Mixed
CUST0000667919,Fresh
CUST0000140448,Fresh
CUST0000280656,Fresh
CUST0000038546,Fresh
CUST0000281062,Mixed
CUST0000691341,Fresh
CUST0000618211,Mixed
CUST0000524537,Fresh
CUST0000899418,Mixed
CUST0000278486,Grocery
CUST0000741711,Grocery
CUST0000917977,Nonfood
CUST0000622535,Grocery
CUST0000498904,Mixed
CUST0000395525,Grocery
CUST0000173993,Mixed
CUST0000464070,Mixed
CUST0000552817,Mixed
CUST0000393587,Mixed
CUST0000124528,Grocery
CUST0000420363,Mixed
CUST0000851524,Mixed
CUST0000687519,Grocery
CUST0000410483,Mixed
CUST0000812410,Mixed
CUST0000639364,Mixed
CUST0000235674,Grocery
CUST0000173993,Mixed
CUST0000106314,Grocery
CUST0000635457,Mixed
CUST0000293743,Grocery
CUST0000464388,Mixed
CUST0000751850,Mixed
CUST0000615547,Mixed
CUST0000557293,Grocery
CUST0000607420,Mixed
CUST0000099658,Mixed
CUST0000532702,Mixed
CUST0000199923,Mixed
CUST0000529484,Mixed
CUST0000591629,Mixed
CUST0000075238,Fresh
CUST0000986278,Grocery
CUST0000464388,Mixed
CUST0000461850,Mixed
CUST0000372422,Mixed
CUST0000750899,Grocery
CUST0000041090,Grocery
CUST0000017325,Mixed
CUST0000513743,Mixed
CUST0000503093,Grocery
CUST0000413634,Grocery
CUST0000032037,Mixed
CUST0000129097,Mixed
CUST0000147574,Grocery
CUST0000914076,Mixed
CUST0000386374,Mixed
CUST0000605493,Grocery
CUST0000336781,Fresh
CUST0000138092,Mixed
CUST0000575612,Mixed
CUST0000558362,Mixed
CUST0000106314,Grocery
CUST0000503093,Mixed
CUST0000540040,Mixed
CUST0000986278,Grocery
CUST0000751850,Mixed
CUST0000235674,Grocery
CUST0000616217,Grocery
CUST0000004088,Grocery
CUST0000393587,Grocery
CUST0000199923,Mixed
CUST0000278486,Grocery
CUST0000430660,Mixed
CUST0000720862,Mixed
CUST0000986278,Mixed
CUST0000153917,Grocery
CUST0000395525,Grocery
CUST0000936813,Grocery
CUST0000177536,Fresh
CUST0000177536,Fresh
CUST0000176653,Fresh
CUST0000176653,Mixed
CUST0000539672,Fresh
CUST0000147841,Fresh
CUST0000785895,Mixed
CUST0000177536,Mixed
CUST0000176653,Fresh
CUST0000176653,Mixed
CUST0000662414,Grocery
CUST0000539672,Mixed
CUST0000539672,Fresh
CUST0000539672,Mixed
CUST0000177536,Fresh
CUST0000176653,Fresh
CUST0000757776,Mixed
CUST0000783333,Fresh
CUST0000539672,Mixed
CUST0000590105,Mixed
CUST0000470705,Mixed
CUST0000470705,Mixed
CUST0000220295,Mixed
CUST0000509226,Fresh
CUST0000177536,Fresh
CUST0000539672,Mixed
CUST0000539672,Mixed
CUST0000176653,Mixed
CUST0000177536,Fresh
CUST0000539672,Mixed
CUST0000220295,Mixed
CUST0000001194,Fresh
CUST0000177536,Fresh
CUST0000176653,Fresh
CUST0000176653,Fresh
CUST0000539672,Fresh
CUST0000590105,Mixed
CUST0000706249,Mixed
CUST0000001194,Fresh
CUST0000177536,Fresh
CUST0000177536,Mixed
CUST0000539672,Mixed
CUST0000470705,Fresh
CUST0000539672,Fresh
CUST0000539672,Fresh
CUST0000177536,Mixed
CUST0000539672,Mixed
CUST0000177536,Fresh
CUST0000177536,Fresh
CUST0000539672,Fresh
CUST0000220295,Mixed
CUST0000068394,Fresh
CUST0000539672,Fresh
CUST0000177536,Fresh
CUST0000410483,Mixed
CUST0000539672,Fresh
CUST0000177536,Mixed
CUST0000176653,Mixed
CUST0000539672,Mixed
CUST0000539672,Mixed
CUST0000001194,Fresh
CUST0000177536,Fresh
CUST0000177536,Fresh
CUST0000539672,Mixed
CUST0000001194,Fresh
CUST0000177536,Fresh
CUST0000177536,Fresh
CUST0000001194,Mixed
CUST0000177536,Fresh
CUST0000220295,Mixed
CUST0000115566,Mixed
CUST0000017325,Fresh
CUST0000498145,Grocery
CUST0000177536,Fresh
CUST0000220295,Mixed
CUST0000364905,Mixed
CUST0000177536,Fresh
CUST0000539672,Mixed
CUST0000539672,Mixed
CUST0000220295,Mixed
CUST0000662414,Grocery
CUST0000539672,Fresh
CUST0000539672,Fresh
CUST0000160452,Grocery
CUST0000115566,Fresh
CUST0000539672,Fresh
CUST0000470705,Fresh
CUST0000984181,Mixed
CUST0000052854,Mixed
CUST0000176653,Fresh
CUST0000539672,Fresh
CUST0000590105,Nonfood
CUST0000539672,Fresh
CUST0000470705,Grocery
CUST0000785895,Fresh
CUST0000001194,Mixed
CUST0000539672,Fresh
CUST0000177536,Fresh
CUST0000176653,Fresh
CUST0000539672,Mixed
CUST0000068394,Mixed
CUST0000539672,Fresh
CUST0000539672,Fresh
CUST0000325292,Mixed
CUST0000176653,Mixed
CUST0000652732,Fresh
CUST0000539672,Fresh
CUST0000470705,Mixed
CUST0000539672,Mixed
CUST0000539672,Mixed
CUST0000177536,Mixed
CUST0000539672,Fresh
CUST0000539672,Mixed
CUST0000839174,Fresh
CUST0000539672,Mixed
CUST0000539672,Fresh
CUST0000177536,Mixed
CUST0000648578,Mixed
CUST0000757776,Mixed
CUST0000001194,Fresh
CUST0000176653,Fresh
CUST0000539672,Fresh
CUST0000177536,Fresh
CUST0000176653,Mixed
CUST0000469228,Fresh
CUST0000539672,Mixed
CUST0000135397,Mixed
CUST0000058269,Mixed
CUST0000469228,Fresh
CUST0000539672,Mixed
CUST0000177536,Mixed
CUST0000539672,Fresh
CUST0000583261,Mixed
CUST0000176653,Mixed
CUST0000583261,Mixed
CUST0000960984,Mixed
CUST0000177536,Mixed
CUST0000177536,Grocery
CUST0000539672,Fresh
CUST0000052854,Mixed
CUST0000459910,Mixed
CUST0000176653,Mixed
CUST0000220295,Fresh
CUST0000176653,Fresh
CUST0000539672,Fresh
CUST0000177536,Fresh
CUST0000963229,Mixed
CUST0000177536,Fresh
CUST0000470705,Mixed
CUST0000041090,Mixed
CUST0000177536,Fresh
CUST0000539672,Fresh
CUST0000115566,Fresh
CUST0000470705,Mixed
CUST0000001194,Mixed
CUST0000177536,Fresh
CUST0000509226,Fresh
CUST0000176653,Fresh
CUST0000147841,Fresh
CUST0000177536,Mixed
CUST0000177536,Fresh
CUST0000176653,Fresh
CUST0000364905,Fresh
CUST0000539672,Fresh
CUST0000177536,Mixed
CUST0000539672,Mixed
CUST0000177536,Fresh
CUST0000785895,Mixed
CUST0000539672,Fresh
CUST0000784216,Grocery
CUST0000633906,Fresh
CUST0000450865,Mixed
CUST0000464579,Fresh
CUST0000450865,Mixed
CUST0000410727,Grocery
CUST0000022116,Fresh
CUST0000916687,Fresh
CUST0000459910,Fresh
CUST0000450865,Mixed
CUST0000450865,Mixed
CUST0000450865,Mixed
CUST0000118502,Fresh
CUST0000964049,Mixed
CUST0000142044,Mixed
CUST0000450865,Fresh
CUST0000100205,Fresh
CUST0000622535,Fresh
CUST0000142044,Fresh
CUST0000459910,Fresh
CUST0000364905,Grocery
CUST0000290660,Fresh
CUST0000301430,Fresh
CUST0000622535,Fresh
CUST0000118502,Fresh
CUST0000981831,Fresh
CUST0000352929,Fresh
CUST0000118502,Fresh
CUST0000464579,Mixed
CUST0000352929,Grocery
CUST0000414458,Fresh
CUST0000554024,Fresh
CUST0000349165,Grocery
CUST0000981831,Mixed
CUST0000820340,Fresh
CUST0000578349,Grocery
CUST0000852304,Mixed
CUST0000349165,Fresh
CUST0000364905,Fresh
CUST0000157440,Fresh
CUST0000349165,Mixed
CUST0000349165,Mixed
CUST0000767243,Grocery
CUST0000696111,Mixed
CUST0000096000,Fresh
CUST0000364905,Fresh
CUST0000349165,Mixed
CUST0000386374,Mixed
CUST0000325071,Mixed
CUST0000916315,Grocery
CUST0000934360,Mixed
CUST0000349165,Fresh
CUST0000146080,Mixed
CUST0000869424,Grocery
CUST0000539672,Mixed
CUST0000313042,Grocery
CUST0000135397,Mixed
CUST0000173993,Mixed
CUST0000135397,Mixed
CUST0000561915,Fresh
CUST0000936813,Mixed
CUST0000963229,Mixed
CUST0000995077,Fresh
CUST0000916687,Mixed
CUST0000885717,Mixed
CUST0000467543,Fresh
CUST0000430660,Mixed
CUST0000603024,Mixed
CUST0000603024,Fresh
CUST0000136043,Fresh
CUST0000048395,Fresh
CUST0000506084,Fresh
CUST0000436394,Mixed
CUST0000016404,Mixed
CUST0000966436,Fresh
CUST0000809769,Mixed
CUST0000837778,Fresh
CUST0000313042,Grocery
CUST0000848108,Mixed
CUST0000195121,Mixed
CUST0000711533,Mixed
CUST0000173993,Fresh
CUST0000644893,Nonfood
CUST0000848108,Fresh
CUST0000916905,Mixed
CUST0000503338,Grocery
CUST0000710863,Mixed
CUST0000176653,Mixed
CUST0000644893,Fresh
CUST0000711533,Mixed
CUST0000410483,Fresh
CUST0000337192,Mixed
CUST0000397211,Mixed
CUST0000230224,Mixed
CUST0000916905,Mixed
CUST0000848108,Mixed
CUST0000957189,Mixed
CUST0000985195,Mixed
CUST0000450865,Mixed
CUST0000916687,Mixed
CUST0000366450,Mixed
CUST0000461850,Mixed
CUST0000641589,Mixed
CUST0000966436,Fresh
CUST0000372422,Nonfood
CUST0000644893,Mixed
CUST0000574623,Grocery
CUST0000509062,Fresh
CUST0000644893,Mixed
CUST0000472158,Mixed
CUST0000068394,Fresh
CUST0000337192,Mixed
CUST0000195121,Mixed
CUST0000101102,Grocery
CUST0000404157,Mixed
CUST0000669614,Fresh
CUST0000993465,Mixed
CUST0000995077,Fresh
CUST0000173993,Mixed
CUST0000147841,Fresh
CUST0000711533,Mixed
CUST0000372422,Fresh
CUST0000587643,Mixed
CUST0000111873,Mixed
CUST0000574623,Grocery
CUST0000094339,Mixed
CUST0000021218,Mixed
CUST0000596544,Fresh
CUST0000985195,Mixed
CUST0000450865,Mixed
CUST0000565459,Fresh
CUST0000716845,Grocery
CUST0000073259,Nonfood
CUST0000173993,Nonfood
CUST0000754756,Mixed
CUST0000992308,Mixed
CUST0000404157,Mixed
CUST0000410727,Mixed
CUST0000936813,Fresh
CUST0000094339,Mixed
CUST0000230224,Mixed
CUST0000785895,Mixed
CUST0000528973,Fresh
CUST0000035234,Nonfood
CUST0000596544,Fresh
CUST0000035890,Mixed
CUST0000554024,Mixed
CUST0000073259,Nonfood
CUST0000101102,Grocery
CUST0000787823,Mixed
CUST0000455083,Mixed
CUST0000837778,Fresh
CUST0000275967,Mixed
CUST0000793932,Mixed
CUST0000275967,Mixed
CUST0000509062,Fresh
CUST0000765119,Grocery
CUST0000634884,Mixed
CUST0000026634,Fresh
CUST0000509226,Mixed
CUST0000503950,Fresh
CUST0000044880,Mixed
CUST0000576800,Fresh
CUST0000576800,Fresh
CUST0000021218,Mixed
CUST0000760654,Fresh
CUST0000966436,Fresh
CUST0000044880,Fresh
CUST0000021218,Fresh
CUST0000021218,Mixed
CUST0000297115,Fresh
CUST0000966436,Fresh
CUST0000969829,Fresh
CUST0000372422,Fresh
CUST0000297115,Mixed
CUST0000021218,Fresh
CUST0000986734,Fresh
CUST0000480214,Fresh
CUST0000173993,Fresh
CUST0000173993,Fresh
CUST0000297115,Mixed
CUST0000297115,Fresh
CUST0000372422,Mixed
CUST0000002637,Fresh
CUST0000297115,Fresh
CUST0000545204,Mixed
CUST0000297115,Mixed
CUST0000144953,Fresh
CUST0000899835,Fresh
CUST0000760654,Fresh
CUST0000576800,Fresh
CUST0000044880,Mixed
CUST0000297115,Mixed
CUST0000021218,Mixed
CUST0000044880,Fresh
CUST0000356221,Fresh
CUST0000404157,Fresh
CUST0000966436,Fresh
CUST0000576800,Fresh
CUST0000008415,Fresh
CUST0000762817,Mixed
CUST0000673735,Mixed
CUST0000242095,Nonfood
CUST0000691819,Fresh
CUST0000246378,Fresh
CUST0000594607,Mixed
CUST0000401820,Mixed
CUST0000099658,Mixed
CUST0000673735,Mixed
CUST0000936813,Fresh
CUST0000696111,Fresh
CUST0000008415,Fresh
CUST0000701067,Nonfood
CUST0000884926,Mixed
CUST0000673735,Mixed
CUST0000008415,Fresh
CUST0000099658,Mixed
CUST0000804061,Mixed
CUST0000694668,Fresh
CUST0000117706,Mixed
CUST0000058269,Fresh
CUST0000673735,Mixed
CUST0000794855,Fresh
CUST0000845975,Fresh
CUST0000804061,Mixed
CUST0000068394,Fresh
CUST0000068394,Mixed
CUST0000696111,Fresh
CUST0000528973,Mixed
CUST0000982534,Grocery
CUST0000851524,Mixed
CUST0000667919,Mixed
CUST0000884926,Mixed
CUST0000068394,Fresh
CUST0000099658,Fresh
CUST0000246378,Mixed
CUST0000667919,Fresh
CUST0000997122,Mixed
CUST0000099658,Mixed
CUST0000347023,Mixed
CUST0000512455,Fresh
CUST0000068970,Fresh
CUST0000200767,Mixed
CUST0000554976,Fresh
CUST0000899418,Fresh
CUST0000393587,Fresh
CUST0000420363,Grocery
CUST0000809769,Fresh
CUST0000275967,Fresh
CUST0000469241,Fresh
CUST0000512217,Fresh
CUST0000127841,Mixed
CUST0000268823,Fresh
CUST0000052854,Grocery
CUST0000301430,Grocery
CUST0000006617,Grocery
CUST0000068394,Fresh
CUST0000420363,Fresh
CUST0000556297,Mixed
CUST0000379060,Fresh
CUST0000259810,Mixed
CUST0000190299,Fresh
CUST0000587601,Mixed
CUST0000467543,Mixed
CUST0000860993,Mixed
CUST0000576800,Fresh
CUST0000298310,Grocery
CUST0000687519,Mixed
